"doffin_referanse";"navn";"publisert_av";"kunngjoring_type";"kunngjoring_dato";"tilbudsfrist_dato";"lenke";"cpv";"estimert_totalverdi";"kunngjort_uke";"kunngjort_år";"fristlengde";"kunngjort_ukedag"
"2022-335358";"Beredskapstank vann";"Bodø kommune";"Kunngjøring av konkurranse";"2022-03-08";"2022-03-30";"/Notice/Details/2022-335358";"44611500";"7500000";"10";"2022";"22";"tir\."
"2022-397160";"Frakt av kunstverk til utstillingen Grayson Perry";"Stiftelsen Nasjonalmuseet for kunst";"Kunngjøring av konkurranse";"2022-03-08";"2022-04-01";"/Notice/Details/2022-397160";"60000000";NA;"10";"2022";"24";"tir\."
"2022-398592";"Leveranse av digitale TV-signaler med tilhørende fiberforbindelse";"VESTBY KOMMUNE";"Kunngjøring av konkurranse";"2022-03-08";"2022-04-04";"/Notice/Details/2022-398592";"92224000";"6000000";"10";"2022";"27";"tir\."
"2022-331295";"Vannrenseanlegg for dialyse til Finnmarkssykehuset HF, Hammerfest";"SYKEHUSINNKJØP HF";"Kunngjøring av konkurranse";"2022-03-08";"2022-04-20";"/Notice/Details/2022-331295";"33000000";NA;"10";"2022";"43";"tir\."
"2022-397289";"01671 Stabilisering av Lågaveien Fv 3050 - Ny fortau og vannledning - 22/1690";"Larvik kommune";"Kunngjøring av konkurranse";"2022-03-08";"2022-03-31";"/Notice/Details/2022-397289";"45233300";NA;"10";"2022";"23";"tir\."
"2022-354489";"Industribygg I - rehabilitering av varme og ventilasjonsanlegg";"Grue kommune";"Kunngjøring av konkurranse";"2022-03-08";"2022-04-07";"/Notice/Details/2022-354489";"45331000";NA;"10";"2022";"30";"tir\."
"2022-328004";"2022-NOR-Aktivt Akustisk System (AAS) og Infrastruktur for lyd, lys og bilde 2.gangs utlysning";"Askøy kommune";"Kunngjøring av konkurranse";"2022-03-08";"2022-03-28";"/Notice/Details/2022-328004";"45212322";"32000000";"10";"2022";"20";"tir\."
"2022-345016";"Fagskolen i Nord avdeling Kirkenes skal leie kontor og klasseromsfasiliteter.";"TROMS OG FINNMARK FYLKESKOMMUNE";"Kunngjøring av konkurranse";"2022-03-08";"2022-03-25";"/Notice/Details/2022-345016";"44211100";"15000000";"10";"2022";"17";"tir\."
"2022-380110";"Prosjekt nr 1213601 Fram 1 - Ny belysning Totalentreprise K402";"STATSBYGG";"Kunngjøring av konkurranse";"2022-03-08";"2022-03-31";"/Notice/Details/2022-380110";"45316000";NA;"10";"2022";"23";"tir\."
"2022-366718";"Rammeavtale for rekrutteringstjenester";"Arkivverket";"Kunngjøring av konkurranse";"2022-03-08";"2022-03-30";"/Notice/Details/2022-366718";"79600000";"40000000";"10";"2022";"22";"tir\."
"2022-343680";"Gang- og sykkelveg Fenstad Nes kommune";"Øvre Romerike Innkjøpssamarbeid";"Kunngjøring av konkurranse";"2022-03-08";"2022-04-08";"/Notice/Details/2022-343680";"45233260";NA;"10";"2022";"31";"tir\."
"2022-327904";"Dypstabilisering";"Ål kommune";"Kunngjøring av konkurranse";"2022-03-08";"2022-04-07";"/Notice/Details/2022-327904";"45233222";NA;"10";"2022";"30";"tir\."
"2022-369216";"ROH-22-01 Løsning for unified endpoint management (UEM)";"ABAKUS AS";"Kunngjøring av konkurranse";"2022-03-08";"2022-03-29";"/Notice/Details/2022-369216";"48750000";NA;"10";"2022";"21";"tir\."
"2022-353995";"Asfaltering";"Ål kommune";"Kunngjøring av konkurranse";"2022-03-08";"2022-04-07";"/Notice/Details/2022-353995";"45233222";NA;"10";"2022";"30";"tir\."
"2022-356229";"Prosjekt-, og byggeledelse - Kai Rødskjær havneanlegg";"Harstad kommune";"Kunngjøring av konkurranse";"2022-03-08";"2022-04-05";"/Notice/Details/2022-356229";"72224000";NA;"10";"2022";"28";"tir\."
"2022-360349";"Intensjonskunngjøring - sikker sak - barnehage og skole";"Alta kommune";"Kunngjøring av konkurranse";"2022-03-08";"2022-03-22";"/Notice/Details/2022-360349";"48000000";NA;"10";"2022";"14";"tir\."
"2022-394866";"Kurver og fester for DiscGolf";"Norges miljø- og biovitenskapelige universitet";"Kunngjøring av konkurranse";"2022-03-08";"2022-03-22";"/Notice/Details/2022-394866";"37410000";NA;"10";"2022";"14";"tir\."
"2022-383409";"919501 Tromsø Vannmålersoner";"Tromsø kommune";"Kunngjøring av konkurranse";"2022-03-08";"2022-04-15";"/Notice/Details/2022-383409";"45232100";NA;"10";"2022";"38";"tir\."
"2022-392131";"Mobile HPGe detector system";"Institutt for Energiteknikk";"Kunngjøring av konkurranse";"2022-03-08";"2022-04-04";"/Notice/Details/2022-392131";"38431000";"15000000";"10";"2022";"27";"tir\."
"2022-358856";"Hjulgraver";"INDRE AGDER OG TELEMARK AVFALLSSELSKAP IKS";"Kunngjøring av konkurranse";"2022-03-08";"2022-04-26";"/Notice/Details/2022-358856";"43261000";NA;"10";"2022";"49";"tir\."
"2022-328918";"3 stk renovasjonsbiler";"INDRE AGDER OG TELEMARK AVFALLSSELSKAP IKS";"Kunngjøring av konkurranse";"2022-03-08";"2022-04-25";"/Notice/Details/2022-328918";"34144512";NA;"10";"2022";"48";"tir\."
"2022-391574";"Gjerding Oslo - Asker";"Bane NOR SF";"Kunngjøring av konkurranse";"2022-03-07";"2022-03-25";"/Notice/Details/2022-391574";"50220000";NA;"10";"2022";"18";"man\."
"2022-340120";"Datamaskiner, skjermer og tilbehør til skolesektoren - Båtsfjord kommune";"Finnut Consult AS";"Kunngjøring av konkurranse";"2022-03-07";"2022-03-31";"/Notice/Details/2022-340120";"30213000";"16000000";"10";"2022";"24";"man\."
"2022-305065";"Rammeavtale taktekker tilhørende materiell og utstyr";"Ringerike Kommune";"Kunngjøring av konkurranse";"2022-03-07";"2022-04-07";"/Notice/Details/2022-305065";"45261210";"20000000";"10";"2022";"31";"man\."
"2022-383306";"Ringvegen 5 - renovering/ombygging leiligheter";"Levanger Kommune";"Kunngjøring av konkurranse";"2022-03-07";"2022-04-06";"/Notice/Details/2022-383306";"45211000";NA;"10";"2022";"30";"man\."
"2022-369515";"FOM Trøndelag Linjen";"Bane NOR SF";"Kunngjøring av konkurranse";"2022-03-07";"2022-03-28";"/Notice/Details/2022-369515";"45234000";NA;"10";"2022";"21";"man\."
"2022-364627";"Anskaffelse av Løst Inventar - Ny fjellhamar skole";"Lørenskog kommune";"Kunngjøring av konkurranse";"2022-03-07";"2022-04-08";"/Notice/Details/2022-364627";"39000000";NA;"10";"2022";"32";"man\."
"2022-362641";"Anskaffelse ny nettportal";"Malvik kommune";"Kunngjøring av konkurranse";"2022-03-07";"2022-04-08";"/Notice/Details/2022-362641";"72413000";NA;"10";"2022";"32";"man\."
"2022-315330";"Nytt overbygg. Frekhaug torg.";"Alver kommune";"Kunngjøring av konkurranse";"2022-03-07";"2022-04-27";"/Notice/Details/2022-315330";"45210000";NA;"10";"2022";"51";"man\."
"2022-347541";"Cone Beam CT til Oslo storbylegevakt";"Oslo kommune v/ Oslobygg KF";"Kunngjøring av konkurranse";"2022-03-07";"2022-04-07";"/Notice/Details/2022-347541";"33111000";"10000000";"10";"2022";"31";"man\."
"2022-380298";"Brød- og konditorvarer";"Råde Kommune";"Kunngjøring av konkurranse";"2022-03-07";"2022-04-08";"/Notice/Details/2022-380298";"15810000";"105000000";"10";"2022";"32";"man\."
"2022-396613";"4203 Agder fylkeskommune - driftskontrakt grønt 2022-2025";"Agder fylkeskommune";"Kunngjøring av konkurranse";"2022-03-07";"2022-04-11";"/Notice/Details/2022-396613";"77310000";NA;"10";"2022";"35";"man\."
"2022-328819";"Anskaffelse av påmeldingssystem med betalingstjenester";"Statsforvalterens fellestjenester";"Kunngjøring av konkurranse";"2022-03-07";"2022-04-06";"/Notice/Details/2022-328819";"48220000";NA;"10";"2022";"30";"man\."
"2022-373784";"Vassvik overvann - utførelse";"Narvik Vann KF";"Kunngjøring av konkurranse";"2022-03-07";"2022-03-24";"/Notice/Details/2022-373784";"45231300";NA;"10";"2022";"17";"man\."
"2022-302703";"Teknisk brukerutstyr (TBU) Bodø fengsel";"Kriminalomsorgsdirektoratet";"Kunngjøring av konkurranse";"2022-03-07";"2022-04-08";"/Notice/Details/2022-302703";"45300000";"45000000";"10";"2022";"32";"man\."
"2022-394642";"Feiing av veier og plasser";"Aurskog-Høland kommune";"Kunngjøring av konkurranse";"2022-03-07";"2022-03-24";"/Notice/Details/2022-394642";"90610000";NA;"10";"2022";"17";"man\."
"2022-309282";"E6 Kroppan Østre -Trinn 2";"Statens vegvesen";"Kunngjøring av konkurranse";"2022-03-07";"2022-04-21";"/Notice/Details/2022-309282";"45000000";NA;"10";"2022";"45";"man\."
"2022-307533";"K9230 Automasjon bakteriologi";"Sykehusbygg HF";"Kunngjøring av konkurranse";"2022-03-07";"2022-04-07";"/Notice/Details/2022-307533";"33100000";NA;"10";"2022";"31";"man\."
"2022-322927";"FV771 - Gutvikveien - Horsfjordveien- Forarbeider";"Nordland fylkeskommune";"Kunngjøring av konkurranse";"2022-03-07";"2022-04-04";"/Notice/Details/2022-322927";"45000000";NA;"10";"2022";"28";"man\."
"2022-302049";"C03168 Kvalifisering Fornyelse Rullebane - Anleggsarbeider Ørland flystasjon 100874";"Forsvarsbygg";"Kunngjøring av konkurranse";"2022-03-06";"2022-04-04";"/Notice/Details/2022-302049";NA;NA;"10";"2022";"29";"søn\."
"2022-372938";"Mannskapsbil Bø brann og redningskorps";"Bø Kommune - Nordland";"Kunngjøring av konkurranse";"2022-03-06";"2022-04-13";"/Notice/Details/2022-372938";"34144210";"50000000";"10";"2022";"38";"søn\."
"2022-392069";"VVS-tjenester og materiell";"OsloMet - storbyuniversitetet";"Kunngjøring av konkurranse";"2022-03-06";"2022-04-08";"/Notice/Details/2022-392069";"71311000";"60000000";"10";"2022";"33";"søn\."
"2022-308043";"Kontainertransport";"Lofoten Avfallsselskap IKS";"Kunngjøring av konkurranse";"2022-03-06";"2022-04-04";"/Notice/Details/2022-308043";"60100000";"120000000";"10";"2022";"29";"søn\."
"2022-312821";"Avinor lufthavner: Leie av areal for utøvelse av forretningsvirksomhet innenfor bilutleie";"AVINOR AS";"Kunngjøring av konkurranse";"2022-03-06";"2022-04-20";"/Notice/Details/2022-312821";"70220000";"72000000000";"10";"2022";"45";"søn\."
"2022-322052";"Rammeavtale for helsevikarer";"Strand Kommune";"Kunngjøring av konkurranse";"2022-03-06";"2022-04-20";"/Notice/Details/2022-322052";"79625000";"240000000";"10";"2022";"45";"søn\."
"2022-301664";"22-015 Hyperkonvergert infrastruktur";"AS Vinmonopolet";"Kunngjøring av konkurranse";"2022-03-06";"2022-04-11";"/Notice/Details/2022-301664";"48820000";"25000000";"10";"2022";"36";"søn\."
"2022-336845";"Osterøy kommune - Rammeavtale, driftsovervåkingssystem for vann og avløp";"Osterøy kommune";"Kunngjøring av konkurranse";"2022-03-06";"2022-04-06";"/Notice/Details/2022-336845";"38800000";"160000000";"10";"2022";"31";"søn\."
"2022-318538";"ANSK-0277-21 Flowcytometer til kjernefasiliteten K2";"UNIVERSITETET I BERGEN";"Kunngjøring av konkurranse";"2022-03-06";"2022-04-11";"/Notice/Details/2022-318538";"38000000";NA;"10";"2022";"36";"søn\."
"2022-387264";"Anskaffelse 20220019 Rammeavtale medarbeiderundersøkelser";"Skatteetaten";"Kunngjøring av konkurranse";"2022-03-06";"2022-04-07";"/Notice/Details/2022-387264";"79311000";"32000000";"10";"2022";"32";"søn\."
"2022-348471";"Vaskemaskiner, Nye UNN Narvik";"SYKEHUSINNKJØP HF";"Kunngjøring av konkurranse";"2022-03-06";"2022-04-07";"/Notice/Details/2022-348471";"42716000";"23000000";"10";"2022";"32";"søn\."
"2022-347796";"C03172 Kvalifisering Fornyelse Rullebane - Elektroarbeider Ørland flystasjon 100874";"Forsvarsbygg";"Kunngjøring av konkurranse";"2022-03-06";"2022-04-04";"/Notice/Details/2022-347796";NA;NA;"10";"2022";"29";"søn\."
"2022-357155";"C03173 Kvalifisering Fornyelse Rullebane - Asfaltarbeider Ørland flystasjon 100874";"Forsvarsbygg";"Kunngjøring av konkurranse";"2022-03-06";"2022-04-04";"/Notice/Details/2022-357155";NA;NA;"10";"2022";"29";"søn\."
"2022-332116";"Rammeavtale oppretting karosseriskader";"Lindesnes kommune";"Kunngjøring av konkurranse";"2022-03-06";"2022-04-13";"/Notice/Details/2022-332116";"50112100";"40000000";"10";"2022";"38";"søn\."
"2022-332421";"Avinor AS - K-189502 - Rammeavtale for kjøp, design og montasje av skjermoppheng og relaterte produkter";"AVINOR AS";"Kunngjøring av konkurranse";"2022-03-06";"2022-04-06";"/Notice/Details/2022-332421";"44500000";"160000000";"10";"2022";"31";"søn\."
"2022-375538";"Rammeavtale levering av masser og maskinytelser til flomsikringstiltak Vuku, Verdal kommune, Trøndelag";"Norges vassdrags- og energidirektorat (NVE)";"Kunngjøring av konkurranse";"2022-03-06";"2022-04-12";"/Notice/Details/2022-375538";"14210000";NA;"10";"2022";"37";"søn\."
"2022-311235";"Brøyting av rode Ramfjorden - veger og uterom";"Tromsø kommune";"Kunngjøring av konkurranse";"2022-03-06";"2022-04-08";"/Notice/Details/2022-311235";"90620000";NA;"10";"2022";"33";"søn\."
"2022-365628";"Drift av sommerruten Sandnessjøen-Myken sommeren 2022 og 2023";"Nordland fylkeskommune";"Kunngjøring av konkurranse";"2022-03-06";"2022-04-25";"/Notice/Details/2022-365628";"60600000";"150000000";"10";"2022";"50";"søn\."
"2022-387636";"2021028308 - Levering av alkoholholdige drikkevarer til Forsvaret";"Forsvaret v/Forsvarets logistikkorganisasjon";"Kunngjøring av konkurranse";"2022-03-06";"2022-04-05";"/Notice/Details/2022-387636";"15910000";"800000000";"10";"2022";"30";"søn\."
"2022-307465";"Ny utlysning: Instrument for automatisert resistensbestemmelse og identifikasjon av bakterier til Helse Førde HF";"SYKEHUSINNKJØP HF";"Kunngjøring av konkurranse";"2022-03-06";"2022-04-07";"/Notice/Details/2022-307465";"38000000";NA;"10";"2022";"32";"søn\."
"2022-346935";"Anskaffelse av Rammeavtale for legemidler, vaksiner og apotekvarer";"Politiets fellestjenester";"Kunngjøring av konkurranse";"2022-03-06";"2022-04-13";"/Notice/Details/2022-346935";"33000000";"34500000";"10";"2022";"38";"søn\."
"2022-340591";"Prosjekt 1004501 Livsvitenskapbygget. K990 Felles logistikktjeneste";"STATSBYGG";"Kunngjøring av konkurranse";"2022-03-06";"2022-04-08";"/Notice/Details/2022-340591";"79994000";NA;"10";"2022";"33";"søn\."
"2022-350237";"Kjøp av redskapsbærer";"Moss kommune";"Kunngjøring av konkurranse";"2022-03-06";"2022-04-08";"/Notice/Details/2022-350237";"16700000";NA;"10";"2022";"33";"søn\."
"2022-337423";"Prekvalifisering til konkurranse om Rådgivende ingeniører, konsulenter og prosjektorganisasjon til kommende utførelsesentreprise(r) for bygg til nytt sorteringsanlegg";"ØSTFOLD AVFALLSSORTERING IKS";"Kunngjøring av konkurranse";"2022-03-06";"2022-03-31";"/Notice/Details/2022-337423";"71300000";"106500000";"10";"2022";"25";"søn\."
"2022-318959";"Leie av vekseltrykkmadrasser for foretakene i Helse Vest";"SYKEHUSINNKJØP HF";"Kunngjøring av konkurranse";"2022-03-06";"2022-04-05";"/Notice/Details/2022-318959";"39143112";"380000000";"10";"2022";"30";"søn\."
"2022-398643";"Veilysarmaturer med integrert styringsenhet og Zhaga-socket - 2. gangs utlysning";"Asker kommune";"Kunngjøring av konkurranse";"2022-03-06";"2022-04-08";"/Notice/Details/2022-398643";"34928500";"200000000";"10";"2022";"33";"søn\."
"2022-367941";"Kjøp av juridiske tjenester";"INNOVASJON NORGE";"Kunngjøring av konkurranse";"2022-03-06";"2022-04-12";"/Notice/Details/2022-367941";"79100000";"80000000";"10";"2022";"37";"søn\."
"2022-347916";"Rammeavtale - Legemidler, apotekspesifikke varer og multidose";"Tromsø kommune";"Kunngjøring av konkurranse";"2022-03-06";"2022-04-06";"/Notice/Details/2022-347916";"33600000";NA;"10";"2022";"31";"søn\."
"2022-368080";"Prosjekt 1180801 Nasjonalbiblioteket Automatlager 3 og lydlaboratoriet Byggherreombud og SHA-koordinator for utførelsesfasen (KU) H001 BHO og KU";"STATSBYGG";"Kunngjøring av konkurranse";"2022-03-06";"2022-04-04";"/Notice/Details/2022-368080";"71540000";NA;"10";"2022";"29";"søn\."
"2022-336637";"Anskaffelse av løst inventar - Nye Lillestrøm bibliotek";"Lillestrøm Kommune";"Kunngjøring av konkurranse";"2022-03-05";"2022-04-04";"/Notice/Details/2022-336637";"39155000";NA;"10";"2022";"30";"lør\."
"2022-309219";"Utvidelse av Stokke terminalen";"Posten Norge AS";"Kunngjøring av konkurranse";"2022-03-05";"2022-04-06";"/Notice/Details/2022-309219";"45000000";NA;"10";"2022";"32";"lør\."
"2022-314348";"Rammeavtale VA rør og rørdeler til kommuner og IKS i Kongsvingerregionen 2022 - 2026";"Regionalt Innkjøp i Kongsvingerregionen";"Kunngjøring av konkurranse";"2022-03-05";"2022-04-06";"/Notice/Details/2022-314348";"44163111";"260000000";"10";"2022";"32";"lør\."
"2022-369364";"Rammeavtale lekeplassutstyr";"Nittedal Kommune";"Kunngjøring av konkurranse";"2022-03-05";"2022-04-04";"/Notice/Details/2022-369364";"50870000";NA;"10";"2022";"30";"lør\."
"2022-353925";"Kjøp og vedlikehold av Backup løsning_Oppdatert";"Norsk Tipping AS";"Kunngjøring av konkurranse";"2022-03-05";"2022-04-04";"/Notice/Details/2022-353925";"72910000";"750000000";"10";"2022";"30";"lør\."
"2022-345197";"Interne post- og logistikktjenester - Avtale";"NORGES BANK";"Kunngjøring av konkurranse";"2022-03-05";"2022-04-04";"/Notice/Details/2022-345197";"64110000";"180000000";"10";"2022";"30";"lør\."
"2022-391414";"NO-21-10 Avhending IKT-utstyr";"IKT fjellregionen iks";"Kunngjøring av konkurranse";"2022-03-05";"2022-04-06";"/Notice/Details/2022-391414";"50300000";NA;"10";"2022";"32";"lør\."
"2022-358395";"IK-EØS 001-2022 Veterinærvakttjenester";"Bergen kommune - Innkjøp konsern";"Kunngjøring av konkurranse";"2022-03-05";"2022-04-11";"/Notice/Details/2022-358395";"85200000";"66100000";"10";"2022";"37";"lør\."
"2022-311081";"22-001 Renhold Vinmonopolets kjedekontor";"AS Vinmonopolet";"Kunngjøring av konkurranse";"2022-03-05";"2022-04-20";"/Notice/Details/2022-311081";"90911000";NA;"10";"2022";"46";"lør\."
"2022-356213";"Infusjon- og transfusjonsprodukter - Rammeavtale til helseforetakene i Helse Nord";"SYKEHUSINNKJØP HF";"Kunngjøring av konkurranse";"2022-03-05";"2022-04-07";"/Notice/Details/2022-356213";"33140000";"300000000";"10";"2022";"33";"lør\."
"2022-311859";"Anskaffelse av studier med støtte NAV Vest-Viken og NAV Vestfold og Telemark";"ARBEIDS- OG VELFERDSETATEN";"Kunngjøring av konkurranse";"2022-03-05";"2022-04-01";"/Notice/Details/2022-311859";"80430000";"242000000";"10";"2022";"27";"lør\."
"2022-337350";"Konkurranse på Fv. 7768 Grøtfjorden forebyggende skredkontroll - Ny utlysning 2";"TROMS OG FINNMARK FYLKESKOMMUNE";"Kunngjøring av konkurranse";"2022-03-05";"2022-04-04";"/Notice/Details/2022-337350";"45000000";NA;"10";"2022";"30";"lør\."
"2022-358906";"Renholdstjenester Halden kommune";"Halden Kommune";"Kunngjøring av konkurranse";"2022-03-05";"2022-04-06";"/Notice/Details/2022-358906";"90910000";NA;"10";"2022";"32";"lør\."
"2022-382411";"Rammeavtale for modellering";"Trondheim kommune";"Kunngjøring av konkurranse";"2022-03-05";"2022-04-05";"/Notice/Details/2022-382411";"71322200";"110000000";"10";"2022";"31";"lør\."
"2022-337976";"NRK MA3430/21EM - Rammeavtale Møteromsløsninger - og utstyr";"Norsk rikskringkasting AS";"Kunngjøring av konkurranse";"2022-03-05";"2022-04-19";"/Notice/Details/2022-337976";"32321200";"60000000";"10";"2022";"45";"lør\."
"2022-376994";"Leveranse av portable landingsplasser";"Norges vassdrags- og energidirektorat (NVE)";"Kunngjøring av konkurranse";"2022-03-05";"2022-04-08";"/Notice/Details/2022-376994";"44400000";"35000000";"10";"2022";"34";"lør\."
"2022-321988";"Konsulenttjenester for næringsutvikling i Vadsø kommune";"Finnut Consult AS";"Kunngjøring av konkurranse";"2022-03-05";"2022-04-08";"/Notice/Details/2022-321988";"79411100";NA;"10";"2022";"34";"lør\."
"2022-355206";"Hjullaster";"Reno-Vest IKS";"Kunngjøring av konkurranse";"2022-03-05";"2022-04-08";"/Notice/Details/2022-355206";"34144710";NA;"10";"2022";"34";"lør\."
"2022-368870";"Anskaffelse - Reisebyråtjenester";"Den norske kirke - Kirkerådet";"Kunngjøring av konkurranse";"2022-03-05";"2022-04-13";"/Notice/Details/2022-368870";"63510000";"150000000";"10";"2022";"39";"lør\."
"2022-360264";"Inventar Vrimle Høgskolen i Østfold, Halden";"Høgskolen i Østfold";"Kunngjøring av konkurranse";"2022-03-05";"2022-03-31";"/Notice/Details/2022-360264";"39100000";NA;"10";"2022";"26";"lør\."
"2022-362756";"2022/1140 - Kvalifisering - Kjøp av varme til Sentrumsskolen i Sande, Holmestrand kommune";"Holmestrand kommune";"Kunngjøring av konkurranse";"2022-03-05";"2022-04-04";"/Notice/Details/2022-362756";"09324000";NA;"10";"2022";"30";"lør\."
